Date,High,Low,Open,Close,Volume,Adj Close
2017-12-04,4230.0,4160.0,4180.0,4200.0,78040500.0,3588.610595703125
2017-12-05,4220.0,4180.0,4210.0,4200.0,96504800.0,3588.610595703125
2017-12-06,4210.0,4160.0,4160.0,4200.0,92126500.0,3588.610595703125
2017-12-07,4210.0,4160.0,4200.0,4200.0,52703100.0,3588.610595703125
2017-12-08,4200.0,4120.0,4150.0,4140.0,88536500.0,3537.344970703125
2017-12-11,4150.0,4110.0,4110.0,4140.0,47625800.0,3537.344970703125
2017-12-12,4190.0,4150.0,4150.0,4170.0,63036000.0,3562.977783203125
2017-12-13,4200.0,4150.0,4150.0,4200.0,49020200.0,3588.610595703125
2017-12-14,4250.0,4200.0,4220.0,4250.0,61517800.0,3631.33203125
2017-12-15,4240.0,4180.0,4200.0,4230.0,77110600.0,3614.24365234375
2017-12-18,4250.0,4170.0,4250.0,4240.0,47756500.0,3622.788330078125
2017-12-19,4200.0,4170.0,4200.0,4190.0,85383600.0,3580.06640625
2017-12-20,4200.0,4160.0,4190.0,4160.0,87778400.0,3554.433349609375
2017-12-21,4250.0,4170.0,4190.0,4250.0,83893400.0,3631.33203125
2017-12-22,4300.0,4210.0,4250.0,4300.0,50330400.0,3674.053955078125
2017-12-25,4300.0,4300.0,4300.0,4300.0,0.0,3674.053955078125
2017-12-26,4300.0,4300.0,4300.0,4300.0,0.0,3674.053955078125
2017-12-27,4310.0,4270.0,4270.0,4300.0,32211800.0,3674.053955078125
2017-12-28,4390.0,4270.0,4300.0,4390.0,88576700.0,3750.952392578125
2017-12-29,4460.0,4390.0,4390.0,4440.0,110053200.0,3793.674560546875
2018-01-01,4440.0,4440.0,4440.0,4440.0,0.0,3793.674560546875
2018-01-02,4460.0,4380.0,4430.0,4410.0,66075600.0,3768.041259765625
2018-01-03,4380.0,4200.0,4380.0,4230.0,129205000.0,3614.24365234375
2018-01-04,4250.0,4190.0,4230.0,4220.0,77953300.0,3605.69921875
2018-01-05,4280.0,4200.0,4220.0,4280.0,55863000.0,3656.965576171875
2018-01-08,4290.0,4250.0,4250.0,4260.0,42916700.0,3639.87646484375
2018-01-09,4240.0,4180.0,4240.0,4200.0,100497400.0,3588.610595703125
2018-01-10,4250.0,4180.0,4200.0,4190.0,95004000.0,3580.06640625
2018-01-11,4200.0,4150.0,4200.0,4170.0,80524900.0,3562.977783203125
2018-01-12,4190.0,4130.0,4160.0,4130.0,70976800.0,3528.800537109375
2018-01-15,4170.0,4100.0,4160.0,4120.0,71388000.0,3520.256103515625
2018-01-16,4220.0,4120.0,4150.0,4210.0,84393300.0,3597.1552734375
2018-01-17,4220.0,4180.0,4210.0,4200.0,77197700.0,3588.610595703125
2018-01-18,4240.0,4160.0,4210.0,4170.0,100089500.0,3562.977783203125
2018-01-19,4190.0,4120.0,4190.0,4160.0,70890100.0,3554.433349609375
2018-01-22,4160.0,4120.0,4120.0,4130.0,83090400.0,3528.800537109375
2018-01-23,4160.0,4030.0,4160.0,4090.0,184176500.0,3494.623291015625
2018-01-24,4090.0,3970.0,4090.0,3980.0,241779600.0,3400.635986328125
2018-01-25,4020.0,3920.0,3980.0,3970.0,232552500.0,3392.09130859375
2018-01-26,4160.0,3990.0,3990.0,4150.0,246067800.0,3545.88916015625
2018-01-29,4180.0,4030.0,4170.0,4070.0,156356300.0,3477.534912109375
2018-01-30,4040.0,3960.0,4020.0,3970.0,140694300.0,3392.09130859375
2018-01-31,4060.0,3950.0,3960.0,3990.0,112276200.0,3409.18017578125
2018-02-01,4070.0,3980.0,4030.0,3980.0,102291000.0,3400.635986328125
2018-02-02,4030.0,4000.0,4030.0,4000.0,71707200.0,3417.724609375
2018-02-05,4030.0,3920.0,3950.0,4010.0,70792500.0,3426.2685546875
2018-02-06,3990.0,3930.0,3950.0,3940.0,146207400.0,3366.45849609375
2018-02-07,4020.0,3950.0,3990.0,3980.0,120081100.0,3400.635986328125
2018-02-08,4040.0,3940.0,3980.0,4020.0,101865000.0,3434.81298828125
2018-02-09,4000.0,3940.0,3970.0,3950.0,78255000.0,3375.0029296875
2018-02-12,3990.0,3950.0,3950.0,3960.0,58535200.0,3383.54736328125
2018-02-13,4060.0,3980.0,3990.0,4040.0,79288000.0,3451.901611328125
2018-02-14,4080.0,3990.0,4050.0,4040.0,63313200.0,3451.901611328125
2018-02-15,4060.0,4000.0,4050.0,4010.0,32896000.0,3426.2685546875
2018-02-16,4010.0,4010.0,4010.0,4010.0,0.0,3426.2685546875
2018-02-19,4080.0,4040.0,4050.0,4050.0,89429500.0,3460.446044921875
2018-02-20,4080.0,4040.0,4080.0,4070.0,53466600.0,3477.534912109375
2018-02-21,4080.0,4020.0,4040.0,4070.0,74130200.0,3477.534912109375
2018-02-22,4070.0,4010.0,4070.0,4010.0,91272600.0,3426.2685546875
2018-02-23,4040.0,4010.0,4030.0,4030.0,59706400.0,3443.357666015625
2018-02-26,4050.0,4010.0,4050.0,4030.0,56293900.0,3443.357666015625
2018-02-27,4030.0,3960.0,4030.0,4020.0,81554100.0,3434.81298828125
2018-02-28,4050.0,3970.0,3970.0,4000.0,94528200.0,3417.724609375
2018-03-01,4090.0,4020.0,4050.0,4060.0,84215600.0,3468.990234375
2018-03-02,4070.0,4030.0,4060.0,4070.0,61410200.0,3477.534912109375
2018-03-05,4060.0,4000.0,4050.0,4020.0,56394900.0,3434.81298828125
2018-03-06,4060.0,4020.0,4050.0,4020.0,59010500.0,3434.81298828125
2018-03-07,4040.0,3980.0,4000.0,4000.0,100646000.0,3417.724609375
2018-03-08,4140.0,4020.0,4050.0,4140.0,152547000.0,3537.344970703125
2018-03-09,4160.0,4090.0,4150.0,4150.0,97354700.0,3545.88916015625
2018-03-12,4200.0,4130.0,4170.0,4200.0,87344000.0,3588.610595703125
2018-03-13,4180.0,4080.0,4160.0,4090.0,96605900.0,3494.623291015625
2018-03-14,4090.0,4040.0,4070.0,4060.0,74296000.0,3468.990234375
2018-03-15,4040.0,3930.0,4030.0,3930.0,133775500.0,3357.914306640625
2018-03-16,3950.0,3820.0,3930.0,3820.0,208216200.0,3263.92724609375
2018-03-19,3900.0,3810.0,3860.0,3820.0,111808000.0,3263.92724609375
2018-03-20,3810.0,3640.0,3800.0,3660.0,254154700.0,3127.218017578125
2018-03-21,3720.0,3630.0,3660.0,3710.0,152085900.0,3169.939453125
2018-03-22,3810.0,3690.0,3720.0,3700.0,132850400.0,3161.39501953125
2018-03-23,3690.0,3520.0,3520.0,3660.0,104485500.0,3127.218017578125
2018-03-26,3650.0,3580.0,3600.0,3590.0,104993600.0,3067.40771484375
2018-03-27,3650.0,3540.0,3630.0,3560.0,106157400.0,3041.774658203125
2018-03-28,3620.0,3540.0,3570.0,3570.0,83907700.0,3050.319091796875
2018-03-29,3600.0,3530.0,3580.0,3600.0,106930200.0,3075.951904296875
2018-03-30,3600.0,3600.0,3600.0,3600.0,0.0,3075.951904296875
2018-04-02,3680.0,3600.0,3640.0,3670.0,63944000.0,3135.76220703125
2018-04-03,3670.0,3620.0,3640.0,3630.0,57234700.0,3101.5849609375
2018-04-04,3660.0,3570.0,3630.0,3600.0,80976000.0,3075.951904296875
2018-04-05,3690.0,3650.0,3650.0,3680.0,102973700.0,3144.306396484375
2018-04-06,3690.0,3650.0,3680.0,3650.0,62905500.0,3118.673828125
2018-04-09,3780.0,3630.0,3630.0,3770.0,114947800.0,3221.205078125
2018-04-10,3880.0,3730.0,3740.0,3860.0,138847700.0,3298.1044921875
2018-04-11,3890.0,3850.0,3850.0,3870.0,58454500.0,3306.648193359375
2018-04-12,3860.0,3740.0,3830.0,3750.0,76340800.0,3204.11669921875
2018-04-13,3780.0,3630.0,3760.0,3660.0,88313600.0,3127.218017578125
2018-04-16,3660.0,3660.0,3660.0,3660.0,0.0,3127.218017578125
2018-04-17,3660.0,3660.0,3660.0,3660.0,0.0,3127.218017578125
2018-04-18,3770.0,3710.0,3720.0,3770.0,65927000.0,3221.205078125
2018-04-19,3770.0,3770.0,3770.0,3770.0,0.0,3221.205078125
2018-04-20,3770.0,3770.0,3770.0,3770.0,0.0,3221.205078125
2018-04-23,3780.0,3720.0,3720.0,3750.0,72362700.0,3204.11669921875
2018-04-24,3830.0,3770.0,3810.0,3830.0,81396500.0,3272.47119140625
2018-04-25,3830.0,3830.0,3830.0,3830.0,0.0,3272.47119140625
2018-04-26,3830.0,3830.0,3830.0,3830.0,0.0,3272.47119140625
2018-04-27,3830.0,3830.0,3830.0,3830.0,0.0,3272.47119140625
2018-04-30,3870.0,3750.0,3750.0,3830.0,95418200.0,3272.47119140625
2018-05-01,3830.0,3830.0,3830.0,3830.0,0.0,3272.47119140625
2018-05-02,3880.0,3780.0,3810.0,3870.0,118872100.0,3306.648193359375
2018-05-03,3860.0,3740.0,3850.0,3740.0,91601300.0,3195.572265625
2018-05-04,3750.0,3650.0,3700.0,3730.0,80894300.0,3187.0283203125
2018-05-07,3820.0,3730.0,3750.0,3800.0,97351600.0,3246.838134765625
2018-05-08,3670.0,3570.0,3650.0,3620.0,107379900.0,3120.577392578125
2018-05-09,3780.0,3530.0,3600.0,3700.0,149687500.0,3189.540283203125
2018-05-10,3700.0,3700.0,3700.0,3700.0,0.0,3189.540283203125
2018-05-11,3750.0,3620.0,3700.0,3630.0,120995700.0,3129.19775390625
2018-05-14,3610.0,3500.0,3560.0,3540.0,161018200.0,3051.6142578125
2018-05-15,3530.0,3350.0,3520.0,3370.0,230994800.0,2905.06787109375
2018-05-16,3530.0,3250.0,3280.0,3480.0,205406800.0,2999.892333984375
2018-05-17,3610.0,3490.0,3510.0,3490.0,179026500.0,3008.512451171875
2018-05-18,3530.0,3400.0,3520.0,3490.0,75748600.0,3008.512451171875
2018-05-21,3490.0,3410.0,3490.0,3420.0,57210900.0,2948.169921875
2018-05-22,3500.0,3420.0,3420.0,3470.0,78667200.0,2991.271484375
2018-05-23,3530.0,3450.0,3460.0,3470.0,110630200.0,2991.271484375
2018-05-24,3590.0,3480.0,3480.0,3560.0,84178300.0,3068.85498046875
2018-05-25,3590.0,3530.0,3540.0,3560.0,66374400.0,3068.85498046875
2018-05-28,3700.0,3560.0,3580.0,3690.0,90299200.0,3180.920166015625
2018-05-29,3690.0,3690.0,3690.0,3690.0,0.0,3180.920166015625
2018-05-30,3730.0,3590.0,3600.0,3600.0,148933500.0,3103.33642578125
2018-05-31,3610.0,3500.0,3600.0,3520.0,255204300.0,3034.37353515625
2018-06-01,3520.0,3520.0,3520.0,3520.0,0.0,3034.37353515625
2018-06-04,3660.0,3530.0,3540.0,3640.0,141754800.0,3137.81787109375
2018-06-05,3860.0,3660.0,3680.0,3830.0,181376800.0,3301.60546875
2018-06-06,3830.0,3760.0,3790.0,3790.0,143554900.0,3267.123779296875
2018-06-07,3830.0,3770.0,3800.0,3770.0,122724300.0,3249.8828125
2018-06-08,3730.0,3600.0,3710.0,3610.0,260396300.0,3111.95703125
2018-06-11,3610.0,3610.0,3610.0,3610.0,0.0,3111.95703125
2018-06-12,3610.0,3610.0,3610.0,3610.0,0.0,3111.95703125
2018-06-13,3610.0,3610.0,3610.0,3610.0,0.0,3111.95703125
2018-06-14,3610.0,3610.0,3610.0,3610.0,0.0,3111.95703125
2018-06-15,3610.0,3610.0,3610.0,3610.0,0.0,3111.95703125
2018-06-18,3610.0,3610.0,3610.0,3610.0,0.0,3111.95703125
2018-06-19,3610.0,3610.0,3610.0,3610.0,0.0,3111.95703125
2018-06-20,3710.0,3510.0,3540.0,3710.0,295386100.0,3198.160888671875
2018-06-21,3700.0,3610.0,3650.0,3610.0,123848500.0,3111.95703125
2018-06-22,3630.0,3540.0,3610.0,3580.0,121490900.0,3086.095947265625
2018-06-25,3690.0,3600.0,3630.0,3660.0,97826600.0,3155.05908203125
2018-06-26,3700.0,3600.0,3600.0,3690.0,91252300.0,3180.920166015625
2018-06-27,3780.0,3690.0,3690.0,3710.0,106616500.0,3198.160888671875
2018-06-28,3720.0,3660.0,3700.0,3660.0,133779300.0,3155.05908203125
2018-06-29,3750.0,3640.0,3650.0,3750.0,79116600.0,3232.642333984375
2018-07-02,3800.0,3710.0,3800.0,3750.0,55810800.0,3232.642333984375
2018-07-03,3740.0,3670.0,3740.0,3700.0,79439500.0,3189.540283203125
2018-07-04,3810.0,3630.0,3700.0,3760.0,54884500.0,3241.2626953125
2018-07-05,3830.0,3760.0,3800.0,3830.0,59717900.0,3301.60546875
2018-07-06,3890.0,3830.0,3850.0,3860.0,67655200.0,3327.466796875
2018-07-09,4000.0,3880.0,3900.0,3980.0,68798500.0,3430.9111328125
2018-07-10,4050.0,3960.0,3990.0,4030.0,118127300.0,3474.01318359375
2018-07-11,4080.0,3960.0,4000.0,4060.0,144055300.0,3499.8740234375
2018-07-12,4110.0,4040.0,4050.0,4100.0,114531700.0,3534.35546875
2018-07-13,4100.0,3970.0,4080.0,4020.0,120852800.0,3465.392333984375
2018-07-16,4030.0,3860.0,3970.0,3940.0,66229700.0,3396.429443359375
2018-07-17,3970.0,3890.0,3970.0,3940.0,53740400.0,3396.429443359375
2018-07-18,4030.0,3890.0,3910.0,4010.0,75157800.0,3456.77197265625
2018-07-19,4000.0,3910.0,4000.0,3910.0,65340900.0,3370.568359375
2018-07-20,3990.0,3890.0,3900.0,3990.0,66456000.0,3439.53125
2018-07-23,4090.0,4010.0,4030.0,4060.0,74605900.0,3499.8740234375
2018-07-24,4090.0,4030.0,4090.0,4030.0,64353800.0,3474.01318359375
